section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_mygarage
Internal Combustion,Audi's Best Sedan In the Land!,post-491550,"Dec 3, 2010",affe mit waffe,"I've voted for the A7, but I think the new A6 will look in real much better than in the pics.......,The A8 is a disaster for me personaly.........,Just my 2 cent...",#2,,Switzerland,NA,Student,92,34,"Audi Coupe 2.6 V6, Audi B7 A4 DTM Edition"
Internal Combustion,0-300km/h Times,post-308552,"Jun 17, 2008",Bilal,"The SL55 time is incorrect.,Back in 2001/2002, when AMS asked Mercedes for an SL55 to test, the only car available was one fitted with the SLR prototype engine producing (you guessed it) 626bhp+. AMG refused to hand over the car, but at the end of the day, Mercedes had the last word. This SL55 went on to beat the Murcielago from 0-300kph, Mercedes sold many copies and the rest is, as they say, 'history'.,As the test eventually confirmed, the SL55 was barely off the pace of the actually stock 600hp car; the SL65. A standard SL55 will complete the 0-300kph run in around 45-50 seconds.",#17,,"Manchester, UK",NA,Trainee barrister,201,367,
Internal Combustion,0-300km/h Times,post-308522,"Jun 17, 2008",andy6869,Does the Alpina B5 fit with the lot?,#15,,NA,NA,NA,6,3,
Internal Combustion,911 GT2 RS vs Lexus LFA,post-514447,"Apr 28, 2011",dyna,lfa without a doubt,#49,,NA,NA,NA,30,21,'73 alfa romeo spider
Internal Combustion,New SLK vs Z4 vs TT,post-496387,"Jan 13, 2011",adam3k,A real comparison,#31,,NA,NA,NA,12,0,
Internal Combustion,Audi A7 vs. BMW 5-series vs. MB E-Class design discussion,post-512681,"Apr 17, 2011",SpiritofEcstasy,"I've always thought that there was more than met the eye with the new E-Class. At first, I was like everyone else- I thought the rear was hideous and too Korean. I literally hated this rear for months, wondering what the M-B designers were thinking when they conceived this thing. But as cliche as this sounds, it grew on me, and when it did, it grew fast. Every time I looked at the rear, it gave me something different. I distinctly remember seeing the E-Class for the first time at night, and my opinions began to change.,Then I saw it again, and then again. It took a few more appearances until I saw something ground-breaking enough about the rear that convinced me that it was distinctively Mercedes Benz. To me, the beauty of it is intangible. I have a hard time describing,it is so beautiful, but can only conclude that,Francis Bacon once said, ""There is no beauty that hath not some strangeness"", and I think it perfectly describes the W212. The rear is strange, and to many people, debatable. But as the W212 was given a few more months and the arrival of the CLS, it all began to make sense. M-B proved that they are able to produce (and I quote a previous poster), a stately, solid sedan, and juxtapose it with the CLS, a more radical 4-door coupe that has an appearance with a more immediate effect.,I must say that the 5 series is gorgeous. It's clean, simple, and like the CLS, easy to like immediately. However, it's no where as interesting as the W212. It's a very safe design that will appeal to the masses, but will not be anything that gives one an ""aha"" moment. It's questionable whether or not a car should make one think so much, but its just so much more attractive when it does.",#77,,NA,NA,NA,20,12,
Internal Combustion,Audi R8 Spyder v Porsche 911 Turbo v Jaguar XKR v Ferrari California,post-482517,"Sep 26, 2010",MercedesBenz,"Are you serious? Audi with the best interior? Take a look at the unbelievable refined 911 interior, pure German beauty. The Audi's interior is so chopped up. Or even Ferrari's italian master piece interior.,Also, no way the best engine!! It has a 6 year old V10 in it. The Porsche has a brand new amazing engine. The Porsche is the most powerful car there, yet it is the most efficient. Amazing.",#12,post: 482437,NA,NA,NA,7,1,
Internal Combustion,Looks vote poll: 458 Italia vs. LP560 vs. Carrera GT,post-478460,"Sep 2, 2010",Prodrive,"1º Carrera GT,2º 458 Itália",#19,,NA,NA,NA,5,7,
Internal Combustion,Looks vote poll: 458 Italia vs. LP560 vs. Carrera GT,post-478318,"Sep 1, 2010",Remy Zero,"I finally saw the 458 in person, and my gosh it's simply beautiful. Gets my vote.",#10,,Malaysia,NA,HR Analyst,"3,087","4,369",
Internal Combustion,Looks vote poll: 458 Italia vs. LP560 vs. Carrera GT,post-477623,"Aug 27, 2010",hilalpro,the Carrera Gt for me.. if it was 599 GTO thought ill pick it over the CGT,#4,,Morocco,NA,NA,114,61,
Internal Combustion,Motor Trend Comparison:  2011 Mustang GT vs 2011 BMW M3,post-476683,"Aug 23, 2010",hbs1906,Make sure to watch the videos.  The driver gives some interesting comments about both cars on the road track.,#1,,U.S.A,NA,NA,21,12,
Internal Combustion,CarAndDriver: Lexus LFA vs Ferrari 599 GTB HGTE Fiorano,post-486519,"Oct 24, 2010",VoltageLeak,"Because.  It's.  A.  Lexus.,The whole idea was to make the package as light and responsive as possible without sacrificing the luxuries associated with the marque.",#35,post: 486503,NA,NA,NA,39,6,
Internal Combustion,CarAndDriver: Lexus LFA vs Ferrari 599 GTB HGTE Fiorano,post-486647,"Oct 25, 2010",TF110,"New here, well not really. Just a first time poster.,I've watched the videos from the front page a few times, just to hear the noises each car makes. But when watching it, you'll notice the LFA never loses touch with the 599. In the wet or the dry. This is still a prototype LFA. As far as I'm concerned it has nothing on the production car. Only one of the newer demo cars should be considered anything close to the production car.,These older cars have near 10,000 miles on them. These are the prototype's seen on the ring from over a year ago! Remember back in 09' around this time of year there were a boatload of spy shots from the ring with 'production' LFAs? Well these are the cars that were spied! They don't have launch control, they don't have the final tires, they don't have anything that can be considered Production except their body lines. When do people base demo cars performances as production? In only a few months, starting in January or February, first LFAs will be delivered. Hopefully we'll see a few of the guys put up some numbers for us!",#56,,NA,NA,NA,11,7,
Internal Combustion,SL65 B.S vs CCR \ ZR1 vs CCR \ Turbo PDK vs GTR \ GTR(800hp) vs CCR + more videos,post-462343,"May 17, 2010",Turboholic,PDK Turbo vs ZR1,#4,,Germany,NA,NA,28,40,
Internal Combustion,Car & Driver (RS5 vs M3 vs CTS-V),post-473264,"Jul 26, 2010",DOMINUS,Interesting. Seems like the RS5 isn't up to snuff. Something we all suspected all along. Great car nonetheless but in the company of it's competition it just falls short.,#36,,NA,NA,NA,105,13,
Internal Combustion,Autozeitung: BMW 130iM vs Audi S3 vs Golf R vs Focus RS,post-451709,"Mar 25, 2010",Mockenrue,R32 turbo?,#4,,"London, UK",NA,Analyst/Programmer,338,247,
Internal Combustion,BMW 760Li vs Mercedes-Benz S63 AMG vs Porsche Panamera Turbo,post-436445,"Jan 13, 2010",danclk,"Crackin vid,I really love the S63 and its the one id put my money down for every time but i have to confess the Panamera is really growing on me, especially the interior.",#9,,North Wales uk,NA,Bar Manager/ Amiture Photographer,106,23,"CLK 230 Kompressor (c208),19?? Beach buggy (VW based)"
Internal Combustion,FWD vs. RWD vs. AWD (moved from the Audi A7 thread),post-474237,"Aug 4, 2010",Sir Altitude,"AWD is better than RWD or FWD when it comes to traction. Of course. However, let's look at this example. F1 - the pinnacle of the automotive industry. All they do is trying to make the best possible car. Are the F1 cars AWD? NO. They are RWD.,One more thing, AWD is superior in traction, yes, but mostly at start. We all know (or most of us, anyway) that the faster an AWD car goes, the less the front tires ""help"" accelerating. It all goes to the rear wheel.,To be less serious:,FWD - good for wheelspin,AWD - good for snowy uphill climbing,RWD - good for handling and of course fun!",#77,,NA,NA,NA,28,15,
Internal Combustion,"Best Bentley Battle! (Azure, Arnage, Brookslands)",post-215295,"Aug 3, 2007",christian10022,"I saw the refreshed Azure convertible, top down, in an electric blue color driving on Fifth Avenue in NY.  I was about to faint, it was soo beautiful!,Continental GTs are sooooo common, I don't even notice them anymore.  They're like the Toyota Camry of NY.  I do like the convertible though.,So Azure for me!",#15,,NA,NA,NA,18,0,
Internal Combustion,BMW 760Li vs Mercedes-Benz S63 AMG vs Porsche Panamera Turbo,post-440856,"Feb 2, 2010",MBhmjs220,"i never liked Porsche to be  honest, my vote goes for the s63 for sure!,and then the 7er.....so posing! love it.",#42,,kuwait,NA,NA,45,7,"Range rover sport HSE,BMW 520i E39"
Internal Combustion,Autozeitung - BMW 5GT vs Mercedes R-Class,post-424469,"Nov 17, 2009",rosswell,"I note that the R is classified as ""rear wheel drive"" in the comparison - of course this is a mistake on the reviewer's part, as it's all wheel drive.  The R has been largely misunderstood, unappreciated and then ignored by the automotive press - who now tend to call it a quirkily styled mini-van.  I'd start by listing the numerous copy-cats just out this year and in past years...",#10,,Alberta Canada,NA,Gov't Writer,12,14,"R350, Silverado 1500HD Crew, Honda CRV,Toyota Previa"
Internal Combustion,Ferrari vs. Lamborghini vs. Aston,post-424953,"Nov 20, 2009",bbp1aya,"I was watching the Top Gear episode for these 3 cars and was thinking the exact same thing: what would be my choice for a top-down GT car?,Easy choice:,[image no longer available],I agree with Richard Hammond though, when you factor in performance, usability, luxury, the California seems to be the most well-rounded of the 3.",#15,,NA,NA,NA,16,0,
Internal Combustion,C&D: X5M vs Cayenne Turbo S vs Range Rover Sport vs SRT8,post-426781,"Nov 30, 2009",nalyd,"Hi Martin,I can take see where you are going with your counter argument and perspective, but I think that there is a slight middle ground that you are missing.,They say that a true marketer must never use themselves as an example, but for lack of anybody else with the same opinion, I am going to take this road.,I definitely see myself in a BMW X-Series vehicle next year. It will not be an X5M, but that is not because I do not want one, it is just that at R 1,250,000, it is a little out of my price range.,I scuba dive at Sodwana / Mozambique once or twice a year, I venture out to the game parks 4 times a year and generally I live an average existence for a South African. I do not need a SUV with a low range transfer case that can climb 45 degrees and wade through a bog, I need an activity vehicle that offers ground clearance coupled with more ""activity"" than a normal estate. For me, the limited off-road ability of an X-Series BMW is all I will ever need - I can take it onto the beach at Sodwana, I can drive it to Mozambique, I can drive it to the 4x4 areas of Dullstroom, all whilst enjoying the fact that it still drives like a BMW and that is something that I can enjoy 99% of the time when I am cruising through the urban jungle.,As far as I am concerned, BMW have their target market spot on. For me, the X5M is a dream car (based on my needs and desires). I would die for one and would definitely use every part of its versatility without needing a full blown 4x4 that weighs almost 3 tonnes (ala Range Rover).,I am just giving a different slant on this argument. For me, the approach of BMW and Audi is actually all I will ever need (and dare I say that most people would fall into this category). Who on earth would want to take a million Rand car up into Africa? And who on earth would actually ever use the low range on a Supercharged Range Rover?,Regards,,Dylan",#33,post: 426689,South Africa,NA,Sales Director,34,32,2007 BMW Z4 M Roadster
Internal Combustion,BMW M3 vs. Mercedes-Benz CLK63 AMG Black Series,post-232436,"Sep 20, 2007",ILC32,"I am not so sure the result is so good for the M3.  I am not really conversant with Hockenheim times.  What are times for some more standard competitors such as the E46 M3, RS4 and 997S?,What was the overall conclusion of the comparison?,RING TIME???,EDIT:  From Fastestlaps.com:,R8:  1:12.7,996 GT3: 1:13.2,E46 CSL: 1:13.5,M6: 1:14.4,996 Turbo: 1:14.6,360 Modena: 1:15.1,RS4: 1:15.4,e46 m3: 1:16.3",#9,post: 232433,NA,NA,NA,150,18,
Internal Combustion,AutoBild: 5GT vs E-class Estate,post-424311,"Nov 16, 2009",loco@circo,"Hm... this comparison is kind of weird. Nothing new at Autobild though...,5GT is more of a four-seater with a trunk like a 3 series (if you leave the back seat untouched) while the E-Class is a fullsize wagon.,But well... as the 5GT is absolutely ugly I'd take the E-Class even if it's looking very boring.",#21,,NA,NA,student of social science,70,18,E36 318is
Internal Combustion,"BMW ///M vs AMG, Who tunes better?",post-321251,"Aug 5, 2008",delatobi,"Right!,The one who likes M more than AMG will see the better advantages in cars of the M-GmbH, the one who has a favour for AMG will see this advantages.,But with each comparison, the main philosophy stays nearly the same. the amg is generally more comfortable, the m-car more sportive. also when the cars of mercedes-amg got more sportive than they have been years ago.,i am also in a german forum, and this theme got to an endless topic,you just have to say: f*** the m from bmw, amg is in each segment the better car",#8,post: 321248,NA,NA,NA,58,52,bmw coupé
Internal Combustion,SLR 722 vs. Murcielago LP670 SV,post-396559,"Jul 16, 2009",Salem,"There's no comparison, 722 all the way,I don't care about performance, I would  always prefer a beautiful, classic 'car' over an ugly 'monster'.",#48,,NA,NA,NA,21,0,G55 AMG
Internal Combustion,Your choice: Audi S5 vs Maserati GranTurismo S,post-408194,"Sep 1, 2009",Cale,Maserati easily..  just listen to the sound it makes.,#35,,"Hilton,NY",NA,Jobs are over rated.,112,96,What is driving?
Internal Combustion,Your choice: Audi S5 vs Maserati GranTurismo S,post-407901,"Sep 1, 2009",wombatt,No contest! GT is sex on wheels!,#28,,NA,NA,NA,8,0,
Internal Combustion,Fan boy Drag Race: SL 63 AMG vs E60 M5 - Result??,post-319026,"Jul 26, 2008",mixja,"The M5 will win, the SL63 is heavier and although it has better low/mid range torque, when you are drag racing what matters is high RPM power and this is what the M5 has.,The SL63 might stay with it off the line for a short while, but I'd say past 80MPH or so the M5 will start to pull away.",#4,,NA,NA,NA,9,35,
Internal Combustion,Track Toys,post-394149,"Jul 7, 2009",Dante_JoseCuervo,"GT3 without a doubt. Hopefully one day I'll get one too,Although, I will in no way deny the prowess of the ACR on a track. That thing is a BEAST, especially in terms of grip.",#13,,"Sugar Grove, IL",NA,Student,56,2,"1993 Mercedes Benz 190E Sportline,2006 Scion tC"
